iter	MultiClass
244	0.1330148797
245	0.132928012
246	0.1328197073
247	0.1326641247
248	0.1324221272
249	0.1323440526
250	0.1321974031
251	0.1318565522
252	0.1317742102
253	0.1316944862
254	0.1316234893
255	0.1315352137
256	0.1314823125
257	0.1312941734
258	0.1310834315
259	0.1309233811
260	0.1307072794
261	0.1306295228
262	0.1305143559
263	0.1304669834
264	0.1303620311
265	0.1302472233
266	0.1301379299
267	0.1299154712
268	0.1297953125
269	0.1296010017
270	0.1295109263
271	0.1294237397
272	0.1293638011
273	0.1292675336
274	0.1292141865
275	0.1290315899
276	0.1287721525
277	0.1286976496
278	0.1285974393
279	0.1284659698
280	0.1283973443
281	0.1282802342
282	0.1281957474
283	0.1280998676
284	0.1279671906
285	0.1278279552
286	0.127684432
287	0.1276170804
288	0.1275355447
289	0.1274211982
290	0.1273604405
291	0.1272512603
292	0.1271922646
293	0.1271338864
294	0.127054754
295	0.1268815023
296	0.126819144
297	0.1267013636
298	0.1266451074
299	0.1265575882
300	0.1264572809
301	0.1263146659
302	0.1262223821
303	0.1261442229
304	0.1260241975
305	0.1259201489
306	0.1258475114
307	0.125755384
308	0.125636004
309	0.1255788627
310	0.1254534559
311	0.1253737449
312	0.1252695167
313	0.1251500152
314	0.1249382489
315	0.1248619572
316	0.124791628
317	0.124720464
318	0.1246754098
319	0.124601108
320	0.1245395201
321	0.1244289884
322	0.1243668641
323	0.1243222476
324	0.1242546683
325	0.1241722066
326	0.1240802818
327	0.1240126196
328	0.1238716509
329	0.1237967317
330	0.1237084759
331	0.1236364889
332	0.1235796315
333	0.1235391197
334	0.123471507
335	0.1234108034
336	0.1233478
337	0.123212181
338	0.1231461821
339	0.1230673587
340	0.1229602053
341	0.122679003
342	0.1225864109
343	0.1225398911
344	0.1224810559
345	0.1224155587
346	0.1223202071
347	0.1221358259
348	0.1220552574
349	0.1219538406
350	0.1218670039
351	0.1217941525
352	0.1217268207
353	0.1216725617
354	0.1215701301
355	0.1214542419
356	0.1213720796
357	0.1213198036
358	0.1212425895
359	0.1211351708
360	0.121046954
361	0.1209448285
362	0.1209115048
363	0.1208099753
364	0.12068292
365	0.1206479806
366	0.1205573262
367	0.1204357435
368	0.1203928842
369	0.120271813
370	0.1201806878
371	0.1201112763
372	0.1200274881
373	0.1199625049
374	0.1198437522
375	0.1197868025
376	0.1196857362
377	0.1195404664
378	0.1194816933
379	0.1193849903
380	0.1193360735
381	0.1192418681
382	0.1191853214
383	0.1191218489
384	0.1190245618
385	0.1189636365
386	0.1188814145
387	0.1188188572
388	0.118761883
389	0.118635272
390	0.1185551941
391	0.1184614691
392	0.1183390252
393	0.1182376061
394	0.1181241959
395	0.1180158144
396	0.1179424943
397	0.1178683719
398	0.1177814668
399	0.1177178879
400	0.1176492696
401	0.1175749395
402	0.1174823492
403	0.1173332124
404	0.1172879186
405	0.1172314324
406	0.1171364851
407	0.1171019356
408	0.1170547855
409	0.1169400162
410	0.1168749388
411	0.1168237001
412	0.1167328737
413	0.1166368329
414	0.1165668108
415	0.1164496445
416	0.1163294767
417	0.1162769859
418	0.1161521937
419	0.1160549237
420	0.1160136789
421	0.1159053304
422	0.1158534041
423	0.1157381222
424	0.1156568664
425	0.1155895539
426	0.1155405007
427	0.1154713393
428	0.1153842432
429	0.1153272404
430	0.1152691062
431	0.115208086
432	0.1151193095
433	0.1150709123
434	0.1149998312
435	0.1149175015
436	0.1148491781
437	0.1147937587
438	0.1147403777
439	0.1146880603
440	0.1146224681
441	0.1145490015
442	0.1144914925
443	0.1144428896
444	0.1143735475
445	0.1143117828
446	0.1142720854
447	0.114220962
448	0.1141676223
449	0.1140783235
450	0.1140350479
451	0.1139763077
452	0.1139274701
453	0.1138102154
454	0.1136937184
455	0.1136497588
456	0.1136181215
457	0.1135729996
458	0.1134633058
459	0.1133130558
460	0.113263614
461	0.1132191525
462	0.1131539786
463	0.1131151579
464	0.1130555068
465	0.1130109569
466	0.1129557873
467	0.1128879873
468	0.112834893
469	0.1127275937
470	0.1126297961
471	0.1125427298
472	0.1124588563
473	0.1124120003
474	0.1123821755
475	0.11231571
476	0.1122693598
477	0.1121949416
478	0.1121286386
479	0.1120785259
480	0.11195987
481	0.1118668505
482	0.1117910442
483	0.1117493674
484	0.1116486496
485	0.1115603265
486	0.1115161379
487	0.1114487065
488	0.111346536
489	0.1112501961
490	0.111198209
491	0.1110813762
492	0.1110321112
493	0.1109351994
494	0.1108977476
495	0.1108128967
496	0.110724471
497	0.1106761377
498	0.1106352046
499	0.1105150341
500	0.1104782717
501	0.1103482406
502	0.1102803045
503	0.1101823257
504	0.1101012345
505	0.1100622314
506	0.1099986428
507	0.1099603598
508	0.1099033675
509	0.1098560261
510	0.1098127043
511	0.1097477438
512	0.1097035204
513	0.1096604782
514	0.1095950509
515	0.1095449329
516	0.109502482
517	0.109423915
518	0.1093879271
519	0.1093549407
520	0.109308649
521	0.1092624225
522	0.109158281
523	0.109094763
524	0.1090324306
525	0.1089029984
526	0.1088392516
527	0.1087258472
528	0.1086769235
529	0.1086305682
530	0.1085880944
531	0.108521808
532	0.1084775516
533	0.1084054877
534	0.1082950433
535	0.1082503744
536	0.108184645
537	0.1081280042
538	0.1080737567
539	0.1080013427
540	0.1079508923
541	0.1079103102
542	0.1078638939
543	0.1077931338
544	0.1077535273
545	0.1076916266
546	0.1076468289
547	0.1075484177
548	0.1074439411
549	0.1073689699
550	0.1072810949
551	0.1072352152
552	0.107201317
553	0.1070312472
554	0.1069863778
555	0.1069308086
556	0.1068692586
557	0.1068385647
558	0.1067916027
559	0.1067239268
560	0.1066858714
561	0.1061349533
562	0.1060495126
563	0.1060109227
564	0.1059610486
565	0.1057048359
566	0.1056259703
567	0.1055864255
568	0.1055473173
569	0.1054568115
570	0.1054053335
571	0.1053657906
572	0.1053086005
573	0.1052186348
574	0.1051423287
575	0.1050934684
576	0.1050328798
577	0.1049754348
578	0.1049341196
579	0.1048515739
580	0.1047884249
581	0.1047105846
582	0.1046579165
583	0.1046002478
584	0.1045364638
585	0.1044942394
586	0.1044130874
587	0.1043434198
588	0.1042252914
589	0.1041826916
590	0.104117308
591	0.1040270272
592	0.1039679094
593	0.1039228205
594	0.1038813643
595	0.1038391554
596	0.1037993343
597	0.1037554446
598	0.1037190323
599	0.1036154153
600	0.1035792213
601	0.1035274725
602	0.1034816179
603	0.1034561359
604	0.1033960755
605	0.1033561427
606	0.1033240736
607	0.1032379978
608	0.1031894285
609	0.1031454253
610	0.103078711
611	0.1030514885
612	0.1029798872
613	0.1029268479
614	0.1028987674
615	0.1028478959
616	0.1028127796
617	0.1027520517
618	0.1027040913
619	0.1026707214
620	0.1026399205
621	0.1025635014
622	0.1024946037
623	0.1024518249
624	0.1024189545
625	0.102376469
626	0.1023250482
627	0.1022387084
628	0.1021469438
629	0.1020980393
630	0.1020353108
631	0.101971373
632	0.1019305682
633	0.1018871757
634	0.101849568
635	0.1017921352
636	0.1017004624
637	0.1016715934
638	0.1016171388
639	0.1015454975
640	0.1015201848
641	0.1014724411
642	0.1014280969
643	0.101392312
644	0.1013601864
645	0.1012973656
646	0.101250173
647	0.1011715507
648	0.1011481476
649	0.1010944459
650	0.1010512907
651	0.1010117576
652	0.1009614257
653	0.1008990272
654	0.1008771488
655	0.1008078407
656	0.1007784276
657	0.100743751
658	0.1007156184
659	0.1006604968
660	0.1006304486
661	0.1005881054
662	0.1005596448
663	0.1005228795
664	0.1004694399
665	0.1004141967
666	0.1003418925
667	0.1002439512
668	0.100190232
669	0.1001695457
670	0.1001117148
671	0.1000719647
672	0.1000236818
673	0.0999580761
674	0.09990752214
675	0.09987858607
676	0.09984908629
677	0.099817303
678	0.09977339001
679	0.09973928124
680	0.09969054936
681	0.09964057731
682	0.09959323127
683	0.09952763811
684	0.09950221081
685	0.09943061384
686	0.09937559434
687	0.09930857676
688	0.09922856369
689	0.0991806781
690	0.09914462818
691	0.09909769347
692	0.09903823306
693	0.09898837496
694	0.09892700562
695	0.09888960602
696	0.09883583615
697	0.09878457058
698	0.0987484555
699	0.09869626032
700	0.09863290723
701	0.09850115723
702	0.09846535969
703	0.09839914763
704	0.09836263205
705	0.09833484762
706	0.09830802916
707	0.09825521833
708	0.09817679971
709	0.09813613654
710	0.09808910901
711	0.09804391725
712	0.09797263373
713	0.09793722037
714	0.0978976375
715	0.097867835
716	0.09782322991
717	0.0977894095
718	0.09772424295
719	0.09768724172
720	0.09765939797
721	0.09762503102
722	0.09757311962
723	0.09754810252
724	0.09752069486
725	0.09748764383
726	0.09742865123
727	0.09738294906
728	0.09733881071
729	0.09724130748
730	0.09721032384
731	0.09716730241
732	0.09713109823
733	0.09710465529
734	0.09706521813
735	0.09701911668
736	0.09697302995
737	0.09693670325
738	0.09687679864
739	0.09682306912
740	0.09678691844
741	0.09675591667
742	0.09667759061
743	0.09663535739
744	0.09657284519
745	0.09650265847
746	0.09644975321
747	0.09640836803
748	0.09636658533
749	0.0963086111
750	0.09627547804
751	0.09623531655
752	0.09618732433
753	0.0961458749
754	0.09612166451
755	0.09608417607
756	0.09604594522
757	0.09600770293
758	0.09594913956
759	0.09585773
760	0.09582097356
761	0.09571278449
762	0.09568899578
763	0.09562124639
764	0.09557816375
765	0.09552719061
766	0.09547845997
767	0.09544782023
768	0.09541669167
769	0.09537678166
770	0.09534812358
771	0.09530512429
772	0.09527027141
773	0.09523552558
774	0.0952057394
775	0.09516517149
776	0.09513869372
777	0.09509838292
778	0.09507068599
779	0.0950345414
780	0.09500671718
781	0.09497008916
782	0.09491653251
783	0.09489403462
784	0.09477934583
785	0.09474770962
786	0.09469039859
787	0.09463752986
788	0.09459318396
789	0.09452804686
790	0.09446277131
791	0.09443319387
792	0.09440182794
793	0.09437208736
794	0.09432391319
795	0.09428776749
796	0.0942490364
797	0.09419602594
798	0.09414849537
799	0.09411582914
800	0.09408248647
801	0.09399802728
802	0.09396105513
803	0.09391589907
804	0.09389160512
805	0.09383760792
806	0.09379055031
807	0.09373830433
808	0.09371065282
809	0.09365107233
810	0.09359470933
811	0.09356187954
812	0.09352221608
813	0.09349805664
814	0.09346335368
815	0.0934166485
816	0.09338111849
817	0.09335453524
818	0.09331306037
819	0.09327666088
820	0.09324752248
821	0.093216426
822	0.09315136817
823	0.09308933885
824	0.09303868766
825	0.09301393854
826	0.09298005551
827	0.09292156879
828	0.0928743665
829	0.09283661334
830	0.09280663065
831	0.09276997851
832	0.09271170009
833	0.09267495874
834	0.09263986061
835	0.09260250204
836	0.09257182555
837	0.09254398262
838	0.09251549318
839	0.09248117599
840	0.09239103158
841	0.09234670559
842	0.09232574177
843	0.0923020579
844	0.09225671516
845	0.09221421229
846	0.09218398316
847	0.09217232512
848	0.09211685595
849	0.0920493501
850	0.09199402345
851	0.09196988149
852	0.09194322293
853	0.09192359024
854	0.09189147678
855	0.09185211826
856	0.09182738708
857	0.09180201608
858	0.0917601158
859	0.09171061122
860	0.09168018435
861	0.09164025403
862	0.09161009433
863	0.09158501975
864	0.09155417442
865	0.09153486019
866	0.0914853501
867	0.09145182906
868	0.09141927893
869	0.09139643609
870	0.09137162525
871	0.0913470154
872	0.09131995361
873	0.09127563962
874	0.09125547026
875	0.09123339768
876	0.09119106142
877	0.09114422706
878	0.09109864756
879	0.0910655642
880	0.09103827313
881	0.09099000574
882	0.09094505331
883	0.09089871977
884	0.09087222577
885	0.09084853025
886	0.09081339334
887	0.09077264585
888	0.09071234618
889	0.09068001986
890	0.09063756441
891	0.09056259327
892	0.09050455581
893	0.09045857996
894	0.09042630839
895	0.0903996165
896	0.09035284331
897	0.09032350327
898	0.09028015219
899	0.09024883596
900	0.09018791645
901	0.0901491844
902	0.09012672917
903	0.09006278714
904	0.09004448988
905	0.09002046355
906	0.09000543182
907	0.08996808019
908	0.08993774121
909	0.08988624737
910	0.08984537988
911	0.08980850388
912	0.08976675871
913	0.08972737343
914	0.08970362277
915	0.08967974051
916	0.08965573739
917	0.08962371485
918	0.08958483767
919	0.08953794843
920	0.08947103703
921	0.08944359022
922	0.08940581759
923	0.08937314075
924	0.08934546074
925	0.08930378931
926	0.08925943053
927	0.08923055722
928	0.08920639387
929	0.08916579687
930	0.08912785704
931	0.0890945169
932	0.08904469655
933	0.08901395391
934	0.08898737779
935	0.08896838257
936	0.08894224094
937	0.08890146922
938	0.08886070642
939	0.08882470942
940	0.08879538272
941	0.08875390715
942	0.08869718515
943	0.08866995092
944	0.08865048192
945	0.08861741933
946	0.08858522745
947	0.08855331773
948	0.088526241
949	0.0884990203
950	0.08847223371
951	0.08843897158
952	0.0884169162
953	0.08838677846
954	0.08836128322
955	0.08833764188
956	0.08830510104
957	0.0879164219
958	0.08787643811
959	0.08784286204
960	0.08781705302
961	0.0877912065
962	0.08776175017
963	0.08770620724
964	0.08767980297
965	0.08762280042
966	0.0876048447
967	0.08756570027
968	0.08752009546
969	0.08749066716
970	0.08746073724
971	0.08742902742
972	0.08740046301
973	0.08738089923
974	0.08736291403
975	0.08732726623
976	0.08730504847
977	0.08727579873
978	0.08720114022
979	0.08715734808
980	0.08713479967
981	0.08711029286
982	0.08706801176
983	0.08702852042
984	0.08697511816
985	0.08693674449
986	0.08689886575
987	0.08687444705
988	0.08682582658
989	0.08678730603
990	0.08675912539
991	0.08671750294
992	0.08669316478
993	0.0866713081
994	0.08663020178
995	0.08661271025
996	0.0865768973
997	0.08630349149
998	0.08626462863
999	0.08624807948
